hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
[32],sigmoid,10,0.0001,512,3327.546510496485,131744273.14272912,-0.09175670146942139
[32],sigmoid,25,0.1,16,3253.0978705153248,131244143.96068436,-0.08761215209960938
[32],sigmoid,25,0.1,32,3252.5468401134895,131240840.79414086,-0.0875847339630127
[32],sigmoid,25,0.1,64,3251.134257233959,131233515.91418222,-0.08752405643463135
[32],sigmoid,25,0.1,128,3253.13783087209,131242245.07946922,-0.08759641647338867
[32],sigmoid,25,0.1,256,3253.903356587485,131251464.87997186,-0.08767282962799072
[32],sigmoid,25,0.1,512,3253.0714632184167,131243119.01775219,-0.08760356903076172
[32],sigmoid,25,0.01,16,3322.935125452962,131710872.04831785,-0.09147977828979492
[32],sigmoid,25,0.01,32,3323.018522856274,131711383.44008835,-0.09148406982421875
[32],sigmoid,25,0.01,64,3322.884042134696,131710498.70105377,-0.09147679805755615
[32],sigmoid,25,0.01,128,3322.9138982690497,131710738.15928434,-0.09147870540618896
[32],sigmoid,25,0.01,256,3322.372815982257,131706342.86656074,-0.09144222736358643
[32],sigmoid,25,0.01,512,3323.2863598950557,131714013.6072753,-0.09150588512420654
[32],sigmoid,25,0.001,16,3326.813115496464,131739190.90507697,-0.09171450138092041
[32],sigmoid,25,0.001,32,3326.9502648708594,131740159.5825157,-0.09172248840332031
[32],sigmoid,25,0.001,64,3327.121180325908,131741391.75864288,-0.09173262119293213
[32],sigmoid,25,0.001,128,3326.93556805198,131740073.57875659,-0.09172189235687256
[32],sigmoid,25,0.001,256,3327.863590242411,131746255.00245589,-0.09177303314208984
[32],sigmoid,25,0.001,512,3327.0499071025624,131740930.1501932,-0.09172892570495605
[32],sigmoid,25,0.0001,16,3326.9565887283497,131740375.03225607,-0.09172427654266357
[32],sigmoid,25,0.0001,32,3327.571374364188,131744542.29320031,-0.09175896644592285
[32],sigmoid,25,0.0001,64,3327.231931328073,131742202.78869723,-0.09173941612243652
[32],sigmoid,25,0.0001,128,3327.5907922245697,131744563.07361534,-0.0917590856552124
[32],sigmoid,25,0.0001,256,3327.7474485092876,131745778.00302885,-0.09176909923553467
[32],sigmoid,25,0.0001,512,3327.471808154232,131743815.17199226,-0.09175288677215576
[32],sigmoid,50,0.1,16,3151.433841448892,130598429.20595154,-0.0822610855102539
[32],sigmoid,50,0.1,32,3151.4946992056025,130598790.95877567,-0.08226418495178223
[32],sigmoid,50,0.1,64,3151.4549590664174,130598534.00692405,-0.08226191997528076
[32],sigmoid,50,0.1,128,3151.4479671675044,130598601.88861546,-0.08226251602172852
[32],sigmoid,50,0.1,256,3152.128280048849,130602842.17621069,-0.08229756355285645
[32],sigmoid,50,0.1,512,3151.4870077848345,130598816.27044857,-0.08226430416107178
[32],sigmoid,50,0.01,16,3316.9837677616506,131667668.11924724,-0.09112179279327393
[32],sigmoid,50,0.01,32,3317.771546506539,131673088.08259547,-0.09116661548614502
[32],sigmoid,50,0.01,64,3317.0969955156515,131666889.71306804,-0.09111535549163818
[32],sigmoid,50,0.01,128,3316.587986227603,131663301.26316123,-0.09108555316925049
[32],sigmoid,50,0.01,256,3317.826784261224,131672601.63719122,-0.09116268157958984
[32],sigmoid,50,0.01,512,3317.738766224662,131672607.06682774,-0.09116268157958984
[32],sigmoid,50,0.001,16,3326.7100950964823,131738398.61808388,-0.09170782566070557
[32],sigmoid,50,0.001,32,3326.6394209324644,131738037.86384405,-0.09170496463775635
[32],sigmoid,50,0.001,64,3326.5727918026337,131737527.86410844,-0.09170079231262207
[32],sigmoid,50,0.001,128,3326.4838653375364,131736617.49612041,-0.09169316291809082
[32],sigmoid,50,0.001,256,3326.1975872875732,131734844.42486706,-0.09167850017547607
[32],sigmoid,50,0.001,512,3326.639160793431,131738002.39510156,-0.0917048454284668
[32],sigmoid,50,0.0001,16,3327.4894369881185,131743858.95656902,-0.09175324440002441
[32],sigmoid,50,0.0001,32,3327.1824543712137,131741977.30132955,-0.09173762798309326
[32],sigmoid,50,0.0001,64,3327.3712281647363,131743219.58197477,-0.09174776077270508
[32],sigmoid,50,0.0001,128,3327.132918690278,131741633.38021575,-0.09173464775085449
[32],sigmoid,50,0.0001,256,3327.2872813733734,131742683.55264924,-0.0917433500289917
[32],sigmoid,50,0.0001,512,3327.25291191487,131742284.85088037,-0.09174025058746338
[32],sigmoid,100,0.1,16,2975.541210392502,129510519.73926091,-0.07324564456939697
[32],sigmoid,100,0.1,32,2972.3478891596637,129491216.51344848,-0.07308566570281982
[32],sigmoid,100,0.1,64,2975.5926341743484,129510806.85930483,-0.07324790954589844
[32],sigmoid,100,0.1,128,2974.769285027144,129505828.01335244,-0.07320666313171387
[32],sigmoid,100,0.1,256,2974.978302775573,129507083.13358532,-0.07321703433990479
[32],sigmoid,100,0.1,512,2976.1382817357257,129514112.27856307,-0.07327544689178467
[32],sigmoid,100,0.01,16,3300.736551761567,131554929.28718482,-0.09018754959106445
[32],sigmoid,100,0.01,32,3301.4607734187043,131559804.84024957,-0.09022772312164307
[32],sigmoid,100,0.01,64,3301.1817927095326,131558283.55337073,-0.09021544456481934
[32],sigmoid,100,0.01,128,3301.348147983433,131559346.62605716,-0.09022402763366699
[32],sigmoid,100,0.01,256,3301.891440779072,131562561.7499186,-0.09025084972381592
[32],sigmoid,100,0.01,512,3300.997956721445,131556560.02438074,-0.09020102024078369
[32],sigmoid,100,0.001,16,3325.744482929446,131731411.35146563,-0.09165000915527344
[32],sigmoid,100,0.001,32,3326.1329516681103,131734236.9563759,-0.09167337417602539
[32],sigmoid,100,0.001,64,3325.4572487749597,131729337.51508957,-0.09163284301757812
[32],sigmoid,100,0.001,128,3325.973020012351,131733216.09083578,-0.09166502952575684
[32],sigmoid,100,0.001,256,3325.721873152029,131731134.91854239,-0.09164762496948242
[32],sigmoid,100,0.001,512,3325.08258785211,131727071.88021697,-0.09161412715911865
[32],sigmoid,100,0.0001,16,3327.4916240734615,131743905.42495285,-0.09175360202789307
[32],sigmoid,100,0.0001,32,3327.464186174096,131743838.41723716,-0.09175300598144531
[32],sigmoid,100,0.0001,64,3327.57606704294,131744429.21005258,-0.0917578935623169
[32],sigmoid,100,0.0001,128,3326.914908955912,131739953.0501333,-0.0917208194732666
[32],sigmoid,100,0.0001,256,3327.2752132403593,131742595.49391145,-0.09174275398254395
[32],sigmoid,100,0.0001,512,3327.558470745191,131744366.20074475,-0.09175741672515869
[32],sigmoid,250,0.1,16,2564.9198845026094,126915538.64516233,-0.05174112319946289
[32],sigmoid,250,0.1,32,2562.6949747859912,126898028.45781355,-0.05159604549407959
[32],sigmoid,250,0.1,64,2562.232793228009,126894379.10717373,-0.05156576633453369
[32],sigmoid,250,0.1,128,2560.005545908783,126876703.49542594,-0.05141949653625488
[32],sigmoid,250,0.1,256,2563.943530056362,126907864.51618661,-0.051677584648132324
[32],sigmoid,250,0.1,512,2561.5134222459064,126888677.91345447,-0.05151844024658203
[32],sigmoid,250,0.01,16,3238.58366712632,131154349.57519978,-0.08686792850494385
[32],sigmoid,250,0.01,32,3238.1381736357976,131151483.8289987,-0.08684420585632324
[32],sigmoid,250,0.01,64,3238.717629472009,131155392.43787281,-0.08687663078308105
[32],sigmoid,250,0.01,128,3238.005172799734,131150534.99078904,-0.08683633804321289
[32],sigmoid,250,0.01,256,3237.956885812321,131150388.22940886,-0.08683514595031738
[32],sigmoid,250,0.01,512,3238.1334430532447,131151697.05274624,-0.08684587478637695
[32],sigmoid,250,0.001,16,3322.7148396640787,131709053.16679475,-0.09146463871002197
[32],sigmoid,250,0.001,32,3322.638375951688,131708371.00860825,-0.09145903587341309
[32],sigmoid,250,0.001,64,3321.9051931438717,131702886.17558065,-0.09141373634338379
[32],sigmoid,250,0.001,128,3322.811545470937,131709914.89826664,-0.09147191047668457
[32],sigmoid,250,0.001,256,3322.2352224562987,131705616.1873864,-0.09143626689910889
[32],sigmoid,250,0.001,512,3323.001585434929,131711584.99335103,-0.09148573875427246
[32],sigmoid,250,0.0001,16,3326.6524436785176,131738172.61185785,-0.09170615673065186
[32],sigmoid,250,0.0001,32,3326.911409509123,131740039.36719067,-0.0917215347290039
[32],sigmoid,250,0.0001,64,3326.9848141359216,131740428.44942875,-0.09172475337982178
[32],sigmoid,250,0.0001,128,3327.484656674327,131743779.5095281,-0.09175264835357666
[32],sigmoid,250,0.0001,256,3327.1088572281096,131741177.39186986,-0.09173095226287842
[32],sigmoid,250,0.0001,512,3326.930507222616,131739994.31670366,-0.09172117710113525
[32],relu,1,0.1,16,3325.3586599741266,131724302.41042462,-0.09159111976623535
[32],relu,1,0.1,32,3325.8378522224816,131728112.14680874,-0.09162271022796631
[32],relu,1,0.1,64,3325.7190998529545,131729194.55589435,-0.09163165092468262
[32],relu,1,0.1,128,3326.041087406235,131731318.0028892,-0.09164929389953613
[32],relu,1,0.1,256,3326.050162447735,131731910.47642827,-0.09165418148040771
[32],relu,1,0.1,512,3326.1361416504756,131733356.39577846,-0.09166622161865234
[32],relu,1,0.01,16,3327.3564656759377,131742700.21892963,-0.0917435884475708
[32],relu,1,0.01,32,3327.4426049691706,131743530.32948771,-0.09175050258636475
[32],relu,1,0.01,64,3327.345871153461,131742371.77858183,-0.09174096584320068
[32],relu,1,0.01,128,3326.7480060101366,131738305.6115082,-0.09170711040496826
[32],relu,1,0.01,256,3327.0593191493685,131740314.74014407,-0.09172379970550537
[32],relu,1,0.01,512,3327.2925123385467,131742409.80655825,-0.09174120426177979
[32],relu,1,0.001,16,3327.423750486931,131743328.86766386,-0.09174871444702148
[32],relu,1,0.001,32,3327.24457061837,131742241.9709664,-0.09173989295959473
[32],relu,1,0.001,64,3327.4341022324406,131743753.12853579,-0.09175229072570801
[32],relu,1,0.001,128,3327.096348014931,131741074.41005693,-0.09173011779785156
[32],relu,1,0.001,256,3327.5940257117704,131744740.06754413,-0.09176051616668701
[32],relu,1,0.001,512,3326.9982350423456,131740593.37666735,-0.09172618389129639
[32],relu,1,0.0001,16,3327.455624079096,131743887.37474093,-0.09175360202789307
[32],relu,1,0.0001,32,3327.479241828728,131744193.09073418,-0.09175598621368408
[32],relu,1,0.0001,64,3327.0790144888124,131740851.9451755,-0.0917283296585083
[32],relu,1,0.0001,128,3327.523933163848,131744349.78933302,-0.09175729751586914
[32],relu,1,0.0001,256,3327.3104284763026,131742730.90680955,-0.0917438268661499
[32],relu,1,0.0001,512,3327.191287640796,131742457.68121529,-0.09174168109893799
[32],relu,10,0.1,16,3260.0099308421895,131112692.95713447,-0.08652281761169434
[32],relu,10,0.1,32,3261.808192352341,131234450.06607746,-0.0875316858291626
[32],relu,10,0.1,64,3258.950454326788,131170120.389506,-0.0869985818862915
[32],relu,10,0.1,128,3257.812113009571,131161890.20976016,-0.08693051338195801
[32],relu,10,0.1,256,3258.36280209559,131152730.7234445,-0.08685457706451416
[32],relu,10,0.1,512,3265.359845585654,131232375.33697416,-0.08751451969146729
[32],relu,10,0.01,16,3325.852159429967,131729771.26049328,-0.09163641929626465
[32],relu,10,0.01,32,3325.588641177467,131726526.37110981,-0.09160947799682617
[32],relu,10,0.01,64,3325.914274823314,131728708.44606897,-0.09162747859954834
[32],relu,10,0.01,128,3326.1843307040303,131732482.97385743,-0.0916590690612793
[32],relu,10,0.01,256,3326.300063952813,131733690.26338422,-0.09166896343231201
[32],relu,10,0.01,512,3326.3674416242284,131734136.68816452,-0.09167265892028809
[32],relu,10,0.001,16,3327.074030063759,131740829.86461489,-0.0917280912399292
[32],relu,10,0.001,32,3327.3817185356897,131742807.62696517,-0.09174442291259766
[32],relu,10,0.001,64,3327.0817556843144,131741141.25147203,-0.09173071384429932
[32],relu,10,0.001,128,3327.250683724101,131742067.02975583,-0.09173834323883057
[32],relu,10,0.001,256,3327.2336759535574,131742593.63503231,-0.09174275398254395
[32],relu,10,0.001,512,3327.5161584364873,131744097.33473565,-0.09175515174865723
[32],relu,10,0.0001,16,3327.234459788566,131742306.53912188,-0.09174036979675293
[32],relu,10,0.0001,32,3327.515470936872,131744130.67478645,-0.09175539016723633
[32],relu,10,0.0001,64,3327.553175195089,131744472.1081667,-0.09175825119018555
[32],relu,10,0.0001,128,3327.2706970925633,131742447.19323796,-0.09174144268035889
[32],relu,10,0.0001,256,3327.3381332956506,131742986.3534045,-0.09174585342407227
[32],relu,10,0.0001,512,3327.456686604574,131743610.17031536,-0.0917510986328125
[32],relu,25,0.1,16,2823.91521947377,127548794.27610788,-0.056989073753356934
[32],relu,25,0.1,32,2818.436535268883,127299747.50166932,-0.05492508411407471
[32],relu,25,0.1,64,2835.9167577594626,127010968.89312035,-0.05253195762634277
[32],relu,25,0.1,128,2835.8232062719017,127359591.89124821,-0.05542111396789551
[32],relu,25,0.1,256,2835.5313964797565,127145969.90988088,-0.053650617599487305
[32],relu,25,0.1,512,2843.615307353156,127184009.53070521,-0.05396604537963867
[32],relu,25,0.01,16,3320.8561441476927,131680504.02982669,-0.09122812747955322
[32],relu,25,0.01,32,3323.0587428516014,131702643.06895828,-0.09141159057617188
[32],relu,25,0.01,64,3322.252820617871,131690241.90583315,-0.09130895137786865
[32],relu,25,0.01,128,3321.3447711528033,131683588.00205265,-0.09125363826751709
[32],relu,25,0.01,256,3321.580762996005,131686975.38811521,-0.09128177165985107
[32],relu,25,0.01,512,3322.165595196651,131695637.52251095,-0.09135353565216064
[32],relu,25,0.001,16,3327.024195837699,131739556.89299342,-0.09171736240386963
[32],relu,25,0.001,32,3327.0189303533134,131739750.73747133,-0.09171915054321289
[32],relu,25,0.001,64,3327.07242235756,131740930.77300076,-0.09172892570495605
[32],relu,25,0.001,128,3327.15230516346,131741052.48885281,-0.09172999858856201
[32],relu,25,0.001,256,3327.0106560601557,131740358.95089667,-0.09172427654266357
[32],relu,25,0.001,512,3327.2755980667157,131741766.41119285,-0.09173583984375
[32],relu,25,0.0001,16,3327.246137730463,131742500.62921172,-0.09174203872680664
[32],relu,25,0.0001,32,3327.4401069828164,131743657.49838476,-0.0917515754699707
[32],relu,25,0.0001,64,3327.1155386100068,131741250.17107584,-0.09173154830932617
[32],relu,25,0.0001,128,3327.20201304361,131741939.65106082,-0.09173727035522461
[32],relu,25,0.0001,256,3327.5543610173563,131744128.10249926,-0.09175539016723633
[32],relu,25,0.0001,512,3327.5568094127484,131744116.78452682,-0.09175539016723633
[32],relu,50,0.1,16,2666.445406312013,119257994.95014766,0.011716365814208984
[32],relu,50,0.1,32,2642.5845098438954,119379454.34584793,0.010709941387176514
[32],relu,50,0.1,64,2642.5349833132086,119477202.5873568,0.009899914264678955
[32],relu,50,0.1,128,2643.422218448804,119347972.1328226,0.010970771312713623
[32],relu,50,0.1,256,2668.428525722858,119279139.48710972,0.011541306972503662
[32],relu,50,0.1,512,2637.141086985867,119219317.163906,0.01203685998916626
[32],relu,50,0.01,16,3302.0843670068407,131482353.07662481,-0.08958601951599121
[32],relu,50,0.01,32,3302.798241059737,131534943.12907335,-0.09002196788787842
[32],relu,50,0.01,64,3301.365540096236,131485558.46846908,-0.08961272239685059
[32],relu,50,0.01,128,3302.39126097087,131490763.52197047,-0.08965575695037842
[32],relu,50,0.01,256,3307.582625222636,131558419.88119678,-0.09021651744842529
[32],relu,50,0.01,512,3301.0645050034877,131473020.15015243,-0.08950889110565186
[32],relu,50,0.001,16,3326.8636484671115,131738461.75515224,-0.09170854091644287
[32],relu,50,0.001,32,3326.8491092358236,131738708.02118932,-0.09171056747436523
[32],relu,50,0.001,64,3326.6868685560253,131737278.2087907,-0.09169864654541016
[32],relu,50,0.001,128,3326.749190823443,131738036.57957159,-0.09170496463775635
[32],relu,50,0.001,256,3326.801300974954,131737705.42465228,-0.09170210361480713
[32],relu,50,0.001,512,3326.6826312898866,131737272.3205532,-0.09169864654541016
[32],relu,50,0.0001,16,3327.2496669944167,131742207.42392015,-0.09173953533172607
[32],relu,50,0.0001,32,3327.2226458422656,131741969.85848819,-0.09173762798309326
[32],relu,50,0.0001,64,3327.4963732557635,131744238.81546685,-0.09175634384155273
[32],relu,50,0.0001,128,3327.4801833776773,131743994.70973201,-0.09175431728363037
[32],relu,50,0.0001,256,3327.3861059104743,131743397.45780973,-0.09174942970275879
[32],relu,50,0.0001,512,3327.752056718675,131746584.87205037,-0.09177577495574951
[32],relu,100,0.1,16,3017.46432129091,118262743.29037987,0.019963979721069336
[32],relu,100,0.1,32,3016.0316310059393,118292148.76099569,0.019720256328582764
[32],relu,100,0.1,64,3014.8506105932706,118274988.57216896,0.019862592220306396
[32],relu,100,0.1,128,3022.8585947137535,118413233.45448941,0.018716871738433838
[32],relu,100,0.1,256,3024.4927175028474,118268819.91194068,0.019913673400878906
[32],relu,100,0.1,512,3014.4402561117986,118209339.346911,0.02040654420852661
[32],relu,100,0.01,16,3186.6091588420004,130312131.82517916,-0.07988858222961426
[32],relu,100,0.01,32,3188.1024882895963,130330674.74837428,-0.08004224300384521
[32],relu,100,0.01,64,3198.4103135130476,130357755.13893788,-0.08026659488677979
[32],relu,100,0.01,128,3199.8360118829883,130426486.51044856,-0.08083617687225342
[32],relu,100,0.01,256,3188.795874455099,130224883.13765162,-0.07916545867919922
[32],relu,100,0.01,512,3183.5155791995776,130281171.1996141,-0.07963192462921143
[32],relu,100,0.001,16,3325.484051815584,131725262.14295907,-0.09159910678863525
[32],relu,100,0.001,32,3325.352688673945,131724239.80184019,-0.0915905237197876
[32],relu,100,0.001,64,3325.980887372161,131730541.55040608,-0.09164285659790039
[32],relu,100,0.001,128,3325.6405112483503,131726399.69728382,-0.09160852432250977
